record_type,line_number,trip_number,from_stop,start_time_min,end_time_min,to_stop,distance_km
T,u008,1171,utroor,1321,1355,utrlun,11.495
T,u008,1173,utroor,1336,1370,utrlun,11.495
T,u008,1175,utroor,1351,1385,utrlun,11.495
T,u008,1177,utroor,1366,1400,utrlun,11.495
T,u008,1179,utroor,1381,1415,utrlun,11.495
T,u008,1181,utroor,1396,1430,utrlun,11.495
T,u008,1183,utroor,1411,1445,utrlun,11.495
T,u008,1185,utroor,1426,1460,utrlun,11.495
T,u008,1187,utroor,1441,1475,utrlun,11.495
T,u008,1189,utroor,1456,1490,utrlun,11.495
T,u008,1191,utroor,1477,1514,utrlun,11.495
T,u008,1002,utrlun,350,389,utroor,11.725
T,u008,1004,utrlun,365,404,utroor,11.725
T,u008,1006,utrlun,378,419,utroor,11.725
T,u008,1008,utrlun,391,434,utroor,11.725
T,u008,1010,utrlun,406,449,utroor,11.725
T,u008,1012,utrlun,415,459,utroor,11.725
T,u008,1014,utrlun,424,469,utroor,11.725
T,u008,1016,utrlun,434,479,utroor,11.725
T,u008,1018,utrlun,443,489,utroor,11.725
T,u008,1020,utrlun,452,499,utroor,11.725
T,u008,1022,utrlun,462,509,utroor,11.725
T,u008,1024,utrlun,472,519,utroor,11.725
T,u008,1026,utrlun,482,529,utroor,11.725
T,u008,1028,utrlun,494,539,utroor,11.725
T,u008,1030,utrlun,504,549,utroor,11.725
T,u008,1032,utrlun,514,559,utroor,11.725
T,u008,1034,utrlun,524,569,utroor,11.725
T,u008,1036,utrlun,536,579,utroor,11.725
T,u008,1038,utrlun,546,589,utroor,11.725
T,u008,1040,utrlun,556,599,utroor,11.725
T,u008,1042,utrlun,566,609,utroor,11.725
T,u008,1044,utrlun,576,619,utroor,11.725
T,u008,1046,utrlun,586,629,utroor,11.725
T,u008,1048,utrlun,596,639,utroor,11.725
T,u008,1050,utrlun,606,649,utroor,11.725
T,u008,1052,utrlun,616,659,utroor,11.725
T,u008,1054,utrlun,626,669,utroor,11.725
T,u008,1056,utrlun,636,679,utroor,11.725
T,u008,1058,utrlun,646,689,utroor,11.725
T,u008,1060,utrlun,656,699,utroor,11.725
T,u008,1062,utrlun,666,709,utroor,11.725
T,u008,1064,utrlun,676,719,utroor,11.725
T,u008,1066,utrlun,686,729,utroor,11.725
T,u008,1068,utrlun,696,739,utroor,11.725
T,u008,1070,utrlun,706,749,utroor,11.725
T,u008,1072,utrlun,716,759,utroor,11.725
T,u008,1074,utrlun,726,769,utroor,11.725
T,u008,1076,utrlun,736,779,utroor,11.725
T,u008,1078,utrlun,746,789,utroor,11.725
T,u008,1080,utrlun,756,799,utroor,11.725
T,u008,1082,utrlun,766,809,utroor,11.725
T,u008,1084,utrlun,776,819,utroor,11.725
T,u008,1086,utrlun,786,829,utroor,11.725
T,u008,1088,utrlun,796,839,utroor,11.725
T,u008,1090,utrlun,806,849,utroor,11.725
T,u008,1092,utrlun,816,859,utroor,11.725
T,u008,1094,utrlun,826,869,utroor,11.725
T,u008,1096,utrlun,836,879,utroor,11.725
T,u008,1098,utrlun,846,889,utroor,11.725
T,u008,1100,utrlun,856,899,utroor,11.725
T,u008,1102,utrlun,866,909,utroor,11.725
T,u008,1104,utrlun,876,919,utroor,11.725
T,u008,1106,utrlun,886,929,utroor,11.725
T,u008,1108,utrlun,896,939,utroor,11.725
T,u008,1110,utrlun,906,949,utroor,11.725
T,u008,1112,utrlun,916,959,utroor,11.725
T,u008,1114,utrlun,926,969,utroor,11.725
T,u008,1116,utrlun,936,979,utroor,11.725
T,u008,1118,utrlun,946,989,utroor,11.725
T,u008,1120,utrlun,955,999,utroor,11.725
T,u008,1122,utrlun,964,1009,utroor,11.725
T,u008,1124,utrlun,974,1019,utroor,11.725
T,u008,1126,utrlun,984,1029,utroor,11.725
T,u008,1128,utrlun,994,1039,utroor,11.725
T,u008,1130,utrlun,1004,1049,utroor,11.725
T,u008,1132,utrlun,1014,1059,utroor,11.725
T,u008,1134,utrlun,1024,1069,utroor,11.725
T,u008,1136,utrlun,1034,1079,utroor,11.725
T,u008,1138,utrlun,1051,1094,utroor,11.725
T,u008,1140,utrlun,1066,1109,utroor,11.725
T,u008,1142,utrlun,1081,1124,utroor,11.725
T,u008,1144,utrlun,1096,1139,utroor,11.725
T,u008,1146,utrlun,1113,1154,utroor,11.725
T,u008,1148,utrlun,1128,1169,utroor,11.725
T,u008,1150,utrlun,1143,1184,utroor,11.725
T,u008,1152,utrlun,1158,1199,utroor,11.725
T,u008,1154,utrlun,1173,1214,utroor,11.725
T,u008,1156,utrlun,1190,1229,utroor,11.725
T,u008,1158,utrlun,1205,1244,utroor,11.725
T,u008,1160,utrlun,1220,1259,utroor,11.725
T,u008,1162,utrlun,1236,1274,utroor,11.725
T,u008,1164,utrlun,1252,1289,utroor,11.725
T,u008,1166,utrlun,1267,1304,utroor,11.725
T,u008,1168,utrlun,1282,1319,utroor,11.725
T,u008,1170,utrlun,1297,1334,utroor,11.725
T,u008,1172,utrlun,1312,1349,utroor,11.725
T,u008,1174,utrlun,1329,1364,utroor,11.725
T,u008,1176,utrlun,1344,1379,utroor,11.725
T,u008,1178,utrlun,1359,1394,utroor,11.725
T,u008,1180,utrlun,1374,1409,utroor,11.725
T,u008,1182,utrlun,1389,1424,utroor,11.725
T,u008,1184,utrlun,1404,1439,utroor,11.725
T,u008,1186,utrlun,1419,1454,utroor,11.725
T,u008,1188,utrlun,1434,1469,utroor,11.725
T,u008,1190,utrlun,1449,1484,utroor,11.725
T,u008,1192,utrlun,1464,1499,utroor,11.725
T,u008,1194,utrlun,1482,1520,utroor,11.725
T,u001,1001,utrvec,350,389,utrijs,12.983
T,u001,1003,utrvec,364,404,utrijs,12.983
T,u001,1005,utrvec,377,419,utrijs,12.983
T,u001,1007,utrvec,389,434,utrijs,12.983
T,u001,1009,utrvec,403,449,utrijs,12.983
T,u001,1011,utrvec,412,459,utrijs,12.983
T,u001,1013,utrvec,421,469,utrijs,12.983
T,u001,1015,utrvec,430,479,utrijs,12.983
T,u001,1017,utrvec,438,489,utrijs,12.983
T,u001,1019,utrvec,448,499,utrijs,12.983
T,u001,1021,utrvec,459,509,utrijs,12.983
T,u001,1023,utrvec,470,519,utrijs,12.983
T,u001,1025,utrvec,480,529,utrijs,12.983
T,u001,1027,utrvec,490,539,utrijs,12.983
T,u001,1029,utrvec,500,549,utrijs,12.983
T,u001,1031,utrvec,510,559,utrijs,12.983
T,u001,1033,utrvec,522,569,utrijs,12.983
T,u001,1035,utrvec,534,579,utrijs,12.983
T,u001,1037,utrvec,544,589,utrijs,12.983
T,u001,1039,utrvec,554,599,utrijs,12.983
T,u001,1041,utrvec,564,609,utrijs,12.983
T,u001,1043,utrvec,574,619,utrijs,12.983
T,u001,1045,utrvec,584,629,utrijs,12.983
T,u001,1047,utrvec,594,639,utrijs,12.983
T,u001,1049,utrvec,604,649,utrijs,12.983
T,u001,1051,utrvec,614,659,utrijs,12.983
T,u001,1053,utrvec,624,669,utrijs,12.983
T,u001,1055,utrvec,634,679,utrijs,12.983
T,u001,1057,utrvec,644,689,utrijs,12.983
T,u001,1059,utrvec,654,699,utrijs,12.983
T,u001,1061,utrvec,664,709,utrijs,12.983
T,u001,1063,utrvec,674,719,utrijs,12.983
T,u001,1065,utrvec,684,729,utrijs,12.983
T,u001,1067,utrvec,694,739,utrijs,12.983
T,u001,1069,utrvec,704,749,utrijs,12.983
T,u001,1071,utrvec,714,759,utrijs,12.983
T,u001,1073,utrvec,724,769,utrijs,12.983
T,u001,1075,utrvec,734,779,utrijs,12.983
T,u001,1077,utrvec,744,789,utrijs,12.983
T,u001,1079,utrvec,754,799,utrijs,12.983
T,u001,1081,utrvec,764,809,utrijs,12.983
T,u001,1083,utrvec,774,819,utrijs,12.983
T,u001,1085,utrvec,784,829,utrijs,12.983
T,u001,1087,utrvec,794,839,utrijs,12.983
T,u001,1089,utrvec,803,849,utrijs,12.983
T,u001,1091,utrvec,812,859,utrijs,12.983
T,u001,1093,utrvec,821,869,utrijs,12.983
T,u001,1095,utrvec,831,879,utrijs,12.983
T,u001,1097,utrvec,840,889,utrijs,12.983
T,u001,1099,utrvec,850,899,utrijs,12.983
T,u001,1101,utrvec,860,909,utrijs,12.983
T,u001,1103,utrvec,870,919,utrijs,12.983
T,u001,1105,utrvec,880,929,utrijs,12.983
T,u001,1107,utrvec,890,939,utrijs,12.983
T,u001,1109,utrvec,900,949,utrijs,12.983
T,u001,1111,utrvec,910,959,utrijs,12.983
T,u001,1113,utrvec,920,969,utrijs,12.983
T,u001,1115,utrvec,929,979,utrijs,12.983
T,u001,1117,utrvec,938,989,utrijs,12.983
T,u001,1119,utrvec,948,999,utrijs,12.983
T,u001,1121,utrvec,958,1009,utrijs,12.983
T,u001,1123,utrvec,968,1019,utrijs,12.983
T,u001,1125,utrvec,978,1029,utrijs,12.983
T,u001,1127,utrvec,988,1039,utrijs,12.983
T,u001,1129,utrvec,998,1049,utrijs,12.983
T,u001,1131,utrvec,1008,1059,utrijs,12.983
T,u001,1133,utrvec,1018,1069,utrijs,12.983
T,u001,1135,utrvec,1028,1079,utrijs,12.983
T,u001,1137,utrvec,1043,1094,utrijs,12.983
T,u001,1139,utrvec,1058,1109,utrijs,12.983
T,u001,1141,utrvec,1073,1124,utrijs,12.983
T,u001,1143,utrvec,1094,1139,utrijs,12.046
T,u001,1145,utrvec,1111,1154,utrijs,12.046
T,u001,1147,utrvec,1127,1169,utrijs,12.046
T,u001,1149,utrvec,1143,1184,utrijs,12.046
T,u001,1151,utrvec,1158,1199,utrijs,12.046
T,u001,1153,utrvec,1173,1214,utrijs,12.046
T,u001,1155,utrvec,1188,1229,utrijs,12.046
T,u001,1157,utrvec,1205,1244,utrijs,12.046
T,u001,1159,utrvec,1220,1259,utrijs,12.046
T,u001,1161,utrvec,1235,1274,utrijs,12.046
T,u001,1163,utrvec,1250,1289,utrijs,12.046
T,u001,1165,utrvec,1265,1304,utrijs,12.046
T,u001,1167,utrvec,1280,1319,utrijs,12.046
T,u001,1169,utrvec,1295,1334,utrijs,12.046
T,u001,1171,utrvec,1310,1349,utrijs,12.046
T,u001,1173,utrvec,1329,1364,utrijs,12.046
T,u001,1175,utrvec,1344,1379,utrijs,12.046
T,u001,1177,utrvec,1359,1394,utrijs,12.046
T,u001,1179,utrvec,1374,1409,utrijs,12.046
T,u001,1181,utrvec,1389,1424,utrijs,12.046
T,u001,1183,utrvec,1404,1439,utrijs,12.046
T,u001,1185,utrvec,1419,1454,utrijs,12.046
T,u001,1187,utrvec,1434,1469,utrijs,12.046
T,u001,1189,utrvec,1449,1484,utrijs,12.046
T,u001,1191,utrvec,1473,1511,utrijs,12.046
T,u001,1002,utrijs,360,401,utrvec,12.969
T,u001,1004,utrijs,375,416,utrvec,12.969
T,u001,1006,utrijs,390,431,utrvec,12.969
T,u001,1008,utrijs,405,449,utrvec,12.969
T,u001,1010,utrijs,420,465,utrvec,12.969
T,u001,1012,utrijs,430,475,utrvec,12.969
T,u001,1014,utrijs,440,485,utrvec,12.969
T,u001,1016,utrijs,450,496,utrvec,12.969
T,u001,1018,utrijs,460,507,utrvec,12.969
T,u001,1020,utrijs,470,517,utrvec,12.969
T,u001,1022,utrijs,480,527,utrvec,12.969
T,u001,1024,utrijs,490,537,utrvec,12.969
T,u001,1026,utrijs,500,546,utrvec,12.969
T,u001,1028,utrijs,510,555,utrvec,12.969
T,u001,1030,utrijs,520,565,utrvec,12.969
T,u001,1032,utrijs,530,575,utrvec,12.969
T,u001,1034,utrijs,540,585,utrvec,12.969
T,u001,1036,utrijs,550,595,utrvec,12.969
T,u001,1038,utrijs,560,605,utrvec,12.969
T,u001,1040,utrijs,570,615,utrvec,12.969
T,u001,1042,utrijs,580,625,utrvec,12.969
T,u001,1044,utrijs,590,635,utrvec,12.969
T,u001,1046,utrijs,600,645,utrvec,12.969
T,u001,1048,utrijs,610,655,utrvec,12.969
T,u001,1050,utrijs,620,665,utrvec,12.969
T,u001,1052,utrijs,630,675,utrvec,12.969
T,u001,1054,utrijs,640,685,utrvec,12.969
T,u001,1056,utrijs,650,695,utrvec,12.969
T,u001,1058,utrijs,660,705,utrvec,12.969
T,u001,1060,utrijs,670,715,utrvec,12.969
T,u001,1062,utrijs,680,725,utrvec,12.969
T,u001,1064,utrijs,690,735,utrvec,12.969
T,u001,1066,utrijs,700,745,utrvec,12.969
T,u001,1068,utrijs,710,755,utrvec,12.969
T,u001,1070,utrijs,720,765,utrvec,12.969
T,u001,1072,utrijs,730,775,utrvec,12.969
T,u001,1074,utrijs,740,785,utrvec,12.969
T,u001,1076,utrijs,750,795,utrvec,12.969
T,u001,1078,utrijs,760,805,utrvec,12.969
T,u001,1080,utrijs,770,816,utrvec,12.969
T,u001,1082,utrijs,780,827,utrvec,12.969
T,u001,1084,utrijs,790,837,utrvec,12.969
T,u001,1086,utrijs,800,847,utrvec,12.969
T,u001,1088,utrijs,810,857,utrvec,12.969
T,u001,1090,utrijs,820,867,utrvec,12.969
T,u001,1092,utrijs,830,877,utrvec,12.969
T,u001,1094,utrijs,840,887,utrvec,12.969
T,u001,1096,utrijs,850,897,utrvec,12.969
T,u001,1098,utrijs,860,907,utrvec,12.969
T,u001,1100,utrijs,870,917,utrvec,12.969
T,u001,1102,utrijs,880,927,utrvec,12.969
T,u001,1104,utrijs,890,937,utrvec,12.969
T,u001,1106,utrijs,900,947,utrvec,12.969
T,u001,1108,utrijs,910,957,utrvec,12.969
T,u001,1110,utrijs,920,967,utrvec,12.969
T,u001,1112,utrijs,930,977,utrvec,12.969
T,u001,1114,utrijs,940,987,utrvec,12.969
T,u001,1116,utrijs,950,997,utrvec,12.969
T,u001,1118,utrijs,960,1007,utrvec,12.969
T,u001,1120,utrijs,970,1017,utrvec,12.969
T,u001,1122,utrijs,980,1027,utrvec,12.969
T,u001,1124,utrijs,990,1037,utrvec,12.969
T,u001,1126,utrijs,1000,1047,utrvec,12.969
T,u001,1128,utrijs,1010,1057,utrvec,12.969
T,u001,1130,utrijs,1020,1067,utrvec,12.969
T,u001,1132,utrijs,1030,1077,utrvec,12.969
T,u001,1134,utrijs,1040,1083,utrvec,12.268
T,u001,1136,utrijs,1050,1093,utrvec,12.268
T,u001,1138,utrijs,1060,1103,utrvec,12.268
T,u001,1140,utrijs,1070,1113,utrvec,12.268
T,u001,1142,utrijs,1080,1123,utrvec,12.268
T,u001,1144,utrijs,1095,1138,utrvec,12.268
T,u001,1146,utrijs,1110,1152,utrvec,12.268
T,u001,1148,utrijs,1125,1165,utrvec,12.268
T,u001,1150,utrijs,1140,1179,utrvec,12.268
T,u001,1152,utrijs,1155,1194,utrvec,12.268
T,u001,1154,utrijs,1170,1209,utrvec,12.268
T,u001,1156,utrijs,1185,1224,utrvec,12.268
T,u001,1158,utrijs,1200,1239,utrvec,12.268
T,u001,1160,utrijs,1215,1254,utrvec,12.268
T,u001,1162,utrijs,1230,1269,utrvec,12.268
T,u001,1164,utrijs,1245,1284,utrvec,12.268
T,u001,1166,utrijs,1260,1299,utrvec,12.268
T,u001,1168,utrijs,1275,1314,utrvec,12.268
T,u001,1170,utrijs,1290,1329,utrvec,12.268
T,u001,1172,utrijs,1305,1344,utrvec,12.268
T,u001,1174,utrijs,1320,1359,utrvec,12.268
T,u001,1176,utrijs,1335,1372,utrvec,12.268
T,u001,1178,utrijs,1350,1385,utrvec,12.268
T,u001,1180,utrijs,1365,1400,utrvec,12.268
T,u001,1182,utrijs,1380,1415,utrvec,12.268
T,u001,1184,utrijs,1395,1430,utrvec,12.268
T,u001,1186,utrijs,1410,1445,utrvec,12.268
T,u001,1188,utrijs,1425,1460,utrvec,12.268
T,u001,1190,utrijs,1440,1475,utrvec,12.268
T,u001,1192,utrijs,1455,1490,utrvec,12.268
T,u001,1194,utrijs,1485,1523,utrvec,12.268
